source,target,weight,abs_weight,Source_names,Target_names
ACO1 (OG0001386::H2_transcript),Succinate,1.0,1.0,ACO1 (OG0001386::H2_transcript),Succinate
MD1 (OG0001880::H2_transcript),Succinate,1.0,1.0,MD1 (OG0001880::H2_transcript),Succinate
TFIIB2 (OG0001924::H1_transcript),Succinate,1.0,1.0,TFIIB2 (OG0001924::H1_transcript),Succinate
RFS1 (OG0002029::H1_transcript),Succinate,1.0,1.0,RFS1 (OG0002029::H1_transcript),Succinate
RBCS (OG0002035::H1_transcript),Succinate,1.0,1.0,RBCS (OG0002035::H1_transcript),Succinate
GDCST (OG0003754::H2_transcript),Succinate,1.0,1.0,GDCST (OG0003754::H2_transcript),Succinate
WAXY (OG0003871::H1_transcript),Succinate,1.0,1.0,WAXY (OG0003871::H1_transcript),Succinate
CTIMC (OG0003945::H1_transcript),Succinate,1.0,1.0,CTIMC (OG0003945::H1_transcript),Succinate
GWD3 (OG0004784::H2_transcript),Succinate,1.0,1.0,GWD3 (OG0004784::H2_transcript),Succinate
DJ1D (OG0007013::H2_transcript),Succinate,1.0,1.0,DJ1D (OG0007013::H2_transcript),Succinate
ADHIII (OG0008025::H2_transcript),Succinate,1.0,1.0,ADHIII (OG0008025::H2_transcript),Succinate
SBEII (OG0009698::H2_transcript),Succinate,1.0,1.0,SBEII (OG0009698::H2_transcript),Succinate
NA,Succinate,1.0,1.0,NA,Succinate
NA,Succinate,1.0,1.0,NA,Succinate
PHO1 (OG0004814::H1_transcript),Succinate,1.0,1.0,PHO1 (OG0004814::H1_transcript),Succinate
BAM1 (OG0004988::H1_transcript),Succinate,1.0,1.0,BAM1 (OG0004988::H1_transcript),Succinate
PIF1 (OG0006099::H2_transcript),Succinate,1.0,1.0,PIF1 (OG0006099::H2_transcript),Succinate
GWD3 (OG0007193::H1_transcript),Succinate,1.0,1.0,GWD3 (OG0007193::H1_transcript),Succinate
SS2 (OG0008186::H2_transcript),Succinate,1.0,1.0,SS2 (OG0008186::H2_transcript),Succinate
GAPC (OG0000484::H1_protein),Succinate,1.0,1.0,GAPC (OG0000484::H1_protein),Succinate
GAPC (OG0000484::H2_protein),Succinate,1.0,1.0,GAPC (OG0000484::H2_protein),Succinate
At4g37840 (OG0001227::H2_protein),Succinate,1.0,1.0,At4g37840 (OG0001227::H2_protein),Succinate
FBA1 (OG0001274::H2_protein),Succinate,1.0,1.0,FBA1 (OG0001274::H2_protein),Succinate
IPMS2 (OG0002400::H1_protein),Succinate,1.0,1.0,IPMS2 (OG0002400::H1_protein),Succinate
PCK1 (OG0002610::H1_protein),Succinate,1.0,1.0,PCK1 (OG0002610::H1_protein),Succinate
KAT1 (OG0002639::H2_protein),Succinate,1.0,1.0,KAT1 (OG0002639::H2_protein),Succinate
ASP3 (OG0002883::H2_protein),Succinate,1.0,1.0,ASP3 (OG0002883::H2_protein),Succinate
At3g47520 (OG0004070::H2_protein),Succinate,1.0,1.0,At3g47520 (OG0004070::H2_protein),Succinate
PGI1 (OG0005360::H2_protein),Succinate,1.0,1.0,PGI1 (OG0005360::H2_protein),Succinate
GAPA (OG0006112::H2_protein),Succinate,1.0,1.0,GAPA (OG0006112::H2_protein),Succinate
NA,Succinate,1.0,1.0,NA,Succinate
PCK1 (OG0002610::H2_protein),Succinate,1.0,1.0,PCK1 (OG0002610::H2_protein),Succinate
NA,Succinate,1.0,1.0,NA,Succinate
NA,Succinate,1.0,1.0,NA,Succinate
Asparagine,Succinate,1.0,1.0,Asparagine,Succinate
Putresceine,Succinate,1.0,1.0,Putresceine,Succinate
